Date,Open,High,Low,Close,Adj Close,Volume
2020-08-12,249.949997,251.850006,244.800003,246.899994,246.899994,159840
2020-08-13,248.600006,250.449997,240.000000,240.949997,240.949997,230166
2020-08-14,242.800003,245.000000,235.300003,238.649994,238.649994,243130
2020-08-17,241.800003,243.949997,230.100006,233.800003,233.800003,333221
2020-08-18,235.600006,244.899994,234.050003,237.350006,237.350006,436275
2020-08-19,239.899994,248.399994,237.699997,245.149994,245.149994,728423
2020-08-20,242.000000,269.649994,241.000000,269.649994,269.649994,1845048
2020-08-21,277.000000,284.299988,270.000000,272.100006,272.100006,1972332
2020-08-24,276.000000,295.649994,273.000000,287.200012,287.200012,1670613
2020-08-25,288.899994,303.000000,276.000000,296.200012,296.200012,2434246
2020-08-26,294.000000,294.700012,280.950012,283.100006,283.100006,1005058
2020-08-27,285.000000,286.399994,276.000000,278.049988,278.049988,646974
2020-08-28,280.799988,287.600006,272.000000,275.649994,275.649994,673076
2020-08-31,276.200012,280.850006,249.750000,253.300003,253.300003,945583
2020-09-01,259.000000,266.899994,248.100006,263.500000,263.500000,803330
2020-09-02,267.700012,280.000000,256.299988,275.250000,275.250000,1190520
2020-09-03,276.000000,282.399994,272.450012,276.000000,276.000000,564150
2020-09-04,264.250000,274.899994,263.000000,265.399994,265.399994,467628
2020-09-07,268.700012,274.399994,262.649994,271.899994,271.899994,353589
2020-09-08,272.600006,273.000000,260.350006,262.600006,262.600006,262710
2020-09-09,260.000000,263.700012,255.050003,261.700012,261.700012,327102
2020-09-10,265.649994,279.049988,265.000000,272.100006,272.100006,921902
2020-09-11,272.700012,274.899994,267.350006,271.799988,271.799988,339682
2020-09-14,276.899994,277.799988,265.100006,268.100006,268.100006,458042
2020-09-15,269.799988,275.250000,267.799988,269.149994,269.149994,328834
2020-09-16,267.000000,272.899994,265.350006,267.700012,267.700012,391601
2020-09-17,265.100006,269.549988,261.000000,262.100006,262.100006,342094
2020-09-18,264.000000,265.450012,256.000000,257.950012,257.950012,238373
2020-09-21,259.750000,259.750000,244.149994,245.600006,245.600006,269836
2020-09-22,245.600006,252.100006,231.649994,246.699997,246.699997,406313
2020-09-23,248.100006,251.899994,239.899994,241.750000,241.750000,257617
2020-09-24,237.199997,244.149994,233.550003,234.800003,234.800003,603132
2020-09-25,238.899994,249.600006,236.000000,247.550003,247.550003,301204
2020-09-28,249.699997,254.850006,249.050003,251.199997,251.199997,274408
2020-09-29,254.399994,257.000000,246.500000,249.149994,249.149994,215649
2020-09-30,249.500000,250.800003,240.000000,241.800003,241.800003,240219
2020-10-01,244.649994,248.000000,244.000000,247.199997,247.199997,133130
2020-10-05,249.500000,259.399994,248.000000,257.399994,257.399994,330523
2020-10-06,260.000000,263.799988,258.200012,259.899994,259.899994,332944
2020-10-07,259.799988,274.799988,258.250000,272.049988,272.049988,1002879
2020-10-08,275.000000,284.000000,274.500000,281.600006,281.600006,1200862
2020-10-09,283.799988,291.899994,280.200012,290.000000,290.000000,888800
2020-10-12,294.950012,295.000000,282.350006,293.250000,293.250000,1151262
2020-10-13,293.000000,299.500000,290.200012,296.700012,296.700012,599490
2020-10-14,298.500000,299.299988,291.149994,294.600006,294.600006,499968
2020-10-15,293.149994,297.600006,286.899994,288.100006,288.100006,758273
2020-10-16,289.250000,292.700012,285.850006,290.350006,290.350006,213792
2020-10-19,291.500000,294.100006,287.100006,289.100006,289.100006,225685
2020-10-20,286.299988,292.000000,286.000000,289.649994,289.649994,263102
2020-10-21,291.450012,298.399994,288.000000,294.049988,294.049988,413938
2020-10-22,292.500000,294.399994,289.500000,293.549988,293.549988,148911
2020-10-23,294.049988,295.899994,290.649994,293.350006,293.350006,222696
2020-10-26,293.350006,293.350006,284.000000,287.549988,287.549988,131193
2020-10-27,284.000000,291.750000,284.000000,288.899994,288.899994,105493
2020-10-28,288.000000,290.750000,284.649994,286.049988,286.049988,168394
2020-10-29,286.000000,290.000000,280.250000,288.700012,288.700012,121739
2020-10-30,290.000000,298.649994,287.350006,290.149994,290.149994,600428
2020-11-02,291.799988,296.850006,286.000000,287.200012,287.200012,217259
2020-11-03,289.899994,292.500000,286.000000,291.100006,291.100006,356483
2020-11-04,292.500000,297.700012,284.049988,295.149994,295.149994,564069
2020-11-05,298.200012,304.899994,293.500000,299.299988,299.299988,886645
2020-11-06,299.700012,299.899994,289.399994,291.850006,291.850006,598578
2020-11-09,298.500000,313.799988,289.500000,308.450012,308.450012,1226000
2020-11-10,312.000000,318.649994,308.450012,314.799988,314.799988,859782
2020-11-11,315.200012,324.500000,311.299988,319.200012,319.200012,625893
2020-11-12,323.000000,329.950012,320.000000,325.450012,325.450012,568197
2020-11-13,327.100006,333.799988,323.100006,331.799988,331.799988,424648
2020-11-14,334.899994,344.399994,332.799988,340.350006,340.350006,348405
2020-11-17,339.299988,373.399994,339.299988,368.649994,368.649994,2679615
2020-11-18,370.899994,407.700012,370.000000,387.049988,387.049988,3577670
2020-11-19,380.000000,385.000000,370.200012,375.700012,375.700012,819897
2020-11-20,375.700012,395.399994,375.000000,384.000000,384.000000,899668
2020-11-23,385.600006,389.600006,375.000000,379.649994,379.649994,806504
2020-11-24,381.600006,388.000000,378.700012,380.250000,380.250000,533615
2020-11-25,382.750000,383.500000,344.549988,367.149994,367.149994,899730
2020-11-26,369.000000,369.000000,357.100006,364.250000,364.250000,275609
2020-11-27,366.100006,390.899994,365.049988,376.299988,376.299988,1160308
2020-12-01,379.850006,383.000000,372.049988,378.950012,378.950012,533772
2020-12-02,380.000000,433.899994,375.600006,419.200012,419.200012,4614719
2020-12-03,423.000000,438.350006,420.000000,427.799988,427.799988,2475560
2020-12-04,428.450012,445.000000,428.450012,436.549988,436.549988,1430614
2020-12-07,439.500000,444.850006,426.600006,440.049988,440.049988,803604
2020-12-08,435.950012,439.700012,415.100006,431.899994,431.899994,956906
2020-12-09,432.649994,435.000000,425.100006,426.549988,426.549988,336825
2020-12-10,425.000000,435.950012,415.000000,430.250000,430.250000,550671
2020-12-11,432.399994,432.399994,416.000000,425.049988,425.049988,391528
2020-12-14,426.500000,432.799988,418.700012,425.250000,425.250000,281810
2020-12-15,425.000000,432.500000,416.000000,431.100006,431.100006,603323
2020-12-16,434.899994,435.149994,425.299988,431.649994,431.649994,342088
2020-12-17,432.000000,441.899994,424.149994,429.350006,429.350006,709430
2020-12-18,427.000000,429.000000,420.750000,424.850006,424.850006,288795
2020-12-21,425.000000,434.850006,381.549988,395.750000,395.750000,710255
2020-12-22,395.100006,411.899994,381.899994,408.299988,408.299988,605872
2020-12-23,411.299988,429.899994,406.000000,427.950012,427.950012,532916
2020-12-24,430.000000,435.000000,425.649994,428.100006,428.100006,401346
2020-12-28,430.700012,455.149994,430.100006,433.649994,433.649994,1752252
2020-12-29,437.799988,440.950012,422.299988,429.149994,429.149994,613612
2020-12-30,432.649994,447.399994,425.000000,436.200012,436.200012,1324653
2020-12-31,439.399994,442.500000,432.049988,437.500000,437.500000,404280
2021-01-01,438.899994,440.950012,431.000000,434.250000,434.250000,244567
2021-01-04,437.250000,445.450012,435.100006,441.200012,441.200012,454470
2021-01-05,441.000000,443.899994,436.000000,437.950012,437.950012,399092
2021-01-06,441.000000,459.799988,437.700012,454.250000,454.250000,1594908
2021-01-07,457.000000,462.299988,451.600006,454.649994,454.649994,1368304
2021-01-08,456.700012,460.000000,452.500000,454.750000,454.750000,354700
2021-01-11,458.600006,464.399994,441.000000,448.299988,448.299988,528940
2021-01-12,449.700012,457.899994,447.149994,450.000000,450.000000,322823
2021-01-13,450.000000,454.149994,441.500000,446.850006,446.850006,290357
2021-01-14,449.100006,455.000000,432.950012,443.450012,443.450012,426825
2021-01-15,445.950012,447.899994,428.000000,432.850006,432.850006,265713
2021-01-18,433.399994,433.399994,397.149994,406.100006,406.100006,526937
2021-01-19,410.000000,423.399994,406.000000,418.100006,418.100006,435407
2021-01-20,421.700012,458.000000,418.100006,455.200012,455.200012,2495792
2021-01-21,458.350006,478.000000,448.000000,471.649994,471.649994,1905251
2021-01-22,475.100006,486.000000,462.649994,477.200012,477.200012,1428525
2021-01-25,486.000000,489.399994,465.000000,471.600006,471.600006,732208
2021-01-27,468.350006,487.450012,461.000000,464.049988,464.049988,600672
2021-01-28,458.000000,475.850006,448.350006,459.299988,459.299988,522871
2021-01-29,463.899994,473.100006,453.000000,460.149994,460.149994,336323
2021-02-01,465.549988,492.000000,456.899994,481.500000,481.500000,633491
2021-02-02,488.299988,498.700012,472.500000,491.350006,491.350006,790371
2021-02-03,494.500000,511.700012,482.250000,504.700012,504.700012,721495
2021-02-04,505.899994,525.000000,503.149994,516.200012,516.200012,854581
2021-02-05,531.000000,544.950012,517.549988,529.250000,529.250000,1328135
2021-02-08,530.250000,590.000000,530.250000,571.549988,571.549988,1235134
2021-02-09,570.000000,583.750000,561.000000,567.200012,567.200012,705297
2021-02-10,565.650024,572.799988,556.099976,564.450012,564.450012,380597
2021-02-11,564.000000,592.900024,559.299988,589.049988,589.049988,682583
2021-02-12,593.500000,632.900024,589.150024,627.549988,627.549988,2414639
2021-02-15,629.099976,706.000000,629.099976,682.849976,682.849976,5279347
2021-02-16,690.000000,787.700012,689.000000,763.549988,763.549988,4652336
2021-02-17,767.000000,820.000000,712.000000,756.250000,756.250000,5757036
2021-02-18,768.000000,798.900024,720.000000,786.200012,786.200012,2664007
2021-02-19,790.000000,792.000000,720.000000,770.150024,770.150024,1763347
2021-02-22,770.000000,776.450012,745.000000,759.500000,759.500000,952152
2021-02-23,762.000000,766.950012,721.000000,734.500000,734.500000,812740
2021-02-24,740.000000,758.900024,687.000000,743.750000,743.750000,727244
2021-02-25,749.900024,758.000000,735.500000,739.599976,739.599976,505499
2021-02-26,734.000000,769.849976,721.000000,750.000000,750.000000,825368
2021-03-01,757.700012,768.000000,736.900024,758.049988,758.049988,391954
2021-03-02,763.000000,797.400024,753.549988,781.049988,781.049988,762353
2021-03-03,788.849976,852.549988,782.250000,828.000000,828.000000,1454549
2021-03-04,823.900024,854.950012,805.400024,834.250000,834.250000,893475
2021-03-05,837.000000,853.000000,755.000000,813.650024,813.650024,863616
2021-03-08,816.000000,827.400024,776.099976,793.900024,793.900024,774750
2021-03-09,801.099976,801.099976,740.299988,757.650024,757.650024,1296110
2021-03-10,740.000000,765.000000,730.549988,733.049988,733.049988,662901
2021-03-12,737.000000,785.500000,734.500000,773.700012,773.700012,1537523
2021-03-15,780.900024,791.599976,761.150024,778.400024,778.400024,722373
2021-03-16,782.299988,792.799988,762.000000,780.299988,780.299988,469636
2021-03-17,780.299988,789.950012,736.099976,742.799988,742.799988,505377
2021-03-18,750.250000,785.000000,745.000000,771.200012,771.200012,901859
2021-03-19,771.000000,772.000000,714.000000,767.799988,767.799988,819318
2021-03-22,767.799988,807.000000,758.150024,792.150024,792.150024,1802300
2021-03-23,799.299988,860.000000,790.000000,847.500000,847.500000,3050761
2021-03-24,859.400024,889.750000,853.000000,864.549988,864.549988,2795118
2021-03-25,875.000000,883.700012,821.049988,834.700012,834.700012,1218113
2021-03-26,850.500000,884.000000,844.000000,870.599976,870.599976,1472044
2021-03-30,896.000000,918.000000,845.349976,877.549988,877.549988,1514204
2021-03-31,887.000000,920.000000,870.099976,908.400024,908.400024,1219884
2021-04-01,923.000000,999.200012,917.049988,999.200012,999.200012,2213099
2021-04-05,1008.000000,1099.099976,1000.000000,1095.150024,1095.150024,3267413
2021-04-06,1110.000000,1144.699951,1100.000000,1110.650024,1110.650024,1910242
2021-04-07,1114.500000,1120.699951,1055.150024,1055.150024,1055.150024,1964534
2021-04-08,1063.000000,1075.000000,1002.400024,1002.400024,1002.400024,735982
2021-04-09,965.599976,1024.000000,952.549988,973.549988,973.549988,2893544
2021-04-12,949.200012,949.200012,924.900024,924.900024,924.900024,451486
2021-04-13,897.099976,913.700012,878.700012,899.250000,899.250000,2133962
2021-04-15,889.900024,944.200012,860.099976,944.150024,944.150024,1477107
2021-04-16,960.000000,991.349976,954.500000,991.349976,991.349976,1065010
2021-04-19,954.900024,1038.000000,942.200012,1012.599976,1012.599976,1713716
2021-04-20,1035.000000,1052.699951,1015.099976,1020.700012,1020.700012,725372
2021-04-22,1024.650024,1061.500000,981.200012,1050.699951,1050.699951,805754
2021-04-23,1060.000000,1082.000000,1052.150024,1065.449951,1065.449951,903003
2021-04-26,1070.000000,1078.949951,1042.199951,1055.199951,1055.199951,520738
2021-04-27,1054.000000,1064.800049,1035.000000,1044.099976,1044.099976,392365
2021-04-28,1049.000000,1065.000000,1046.250000,1056.550049,1056.550049,942307
2021-04-29,1065.400024,1065.449951,1033.300049,1050.150024,1050.150024,335442
2021-04-30,1048.000000,1060.000000,1035.199951,1049.900024,1049.900024,439220
2021-05-03,1020.000000,1095.000000,1017.000000,1066.000000,1066.000000,1266237
2021-05-04,1090.000000,1095.000000,1053.050049,1065.349976,1065.349976,754879
2021-05-05,1082.199951,1104.949951,1065.800049,1088.199951,1088.199951,481259
2021-05-06,1097.000000,1139.000000,1096.800049,1126.500000,1126.500000,1166956
2021-05-07,1163.000000,1182.800049,1133.000000,1176.400024,1176.400024,1461933
2021-05-10,1199.000000,1199.000000,1140.750000,1163.550049,1163.550049,687558
2021-05-11,1166.750000,1216.000000,1145.000000,1197.300049,1197.300049,1018401
2021-05-12,1210.000000,1222.000000,1167.199951,1203.550049,1203.550049,949524
2021-05-14,1225.000000,1230.000000,1143.400024,1143.400024,1143.400024,548122
2021-05-17,1096.000000,1200.550049,1096.000000,1200.349976,1200.349976,2138578
2021-05-18,1210.000000,1260.349976,1210.000000,1260.349976,1260.349976,1736873
2021-05-19,1269.949951,1323.349976,1260.000000,1323.349976,1323.349976,2406352
2021-05-20,1338.000000,1389.500000,1326.050049,1385.750000,1385.750000,1916946
2021-05-21,1444.000000,1455.000000,1415.050049,1453.849976,1453.849976,4156347
2021-05-24,1464.000000,1526.500000,1453.949951,1526.500000,1526.500000,3473556
2021-05-25,1569.900024,1590.000000,1450.199951,1450.199951,1450.199951,2005421
